etd_code,title,department,keywords,abstract
etd_333,"Parent-Child Communication among African American Families: Does ""Being on the Same Page"" Protect Against Adolescent Sexual Risk Behavior?",Psychology,"adolescents, African American, communication, sexual risk behavior","African American adolescents continue to be at high risk for HIV and sexually transmitted infections (STIs). Sexual risk reduction efforts have focused on family-level sexual health communication, although they have yielded inconsistent findings. Using dyadic data from African American parents and their children (n= 298), the present study sought to elucidate the influence of sexual health communication on adolescent sexual behavior. Findings confirmed that adolescent reports of family-level sex communication were associated with greater sexual involvement, whereas parent reports of sexual health communication showed no associations to child sexual behavior. Including parent reports of communication did not enhance predictive models of adolescent sexual behavior beyond the variance explained by adolescent report. Congruence between parent and adolescent reports of sexual health communication was only moderate in the current sample. Further, communication report congruence moderated the association between communication and adolescent sexual risk. Among participants showing high congruence, sexual health communication was positively associated with adolescent condom use. Findings suggest that relational characteristics may influence the extent to which family-level sex communication is associated with sexual risk reduction and affirm the importance of family-level research as one approach to improving sexual health among African American youth."
etd_616,"Parenting Styles, Effortful Control, and Academic Outcomes among Chinese Adolescents: The Mediating Effect of Activation Control",Child and Family Studies,"academic outcomes, Chinese adolescents, effortful control, parenting","The present study examined the associations between parenting styles and adolescents’ academic performance, with a specific focus on examining the mediating role of activation control among Chinese adolescents. A framework of Chinese parenting style, which consists of three dimensions, rejection, emotional warmth, and over-protection, was utilized to predict activation control and academic outcomes. Structural models were fitted with the data collected from a Chinese sample of adolescents aged 15 to 17 years. Parenting styles were found to be associated with children’s activation control skills and academic outcomes. Activation control skills were found to be beneficial for promoting educational attainment expectation and reducing school work difficulties. The present study also indicates that in some cases activation control mediates the association between parental over-protection and experiencing school work difficulties. The findings of the present study reinforce previous research by demonstrating the importance of Chinese-specific parenting approaches and by identifying the importance of activation control in the Chinese cultural context."
rla_etd_36,Parents' Perspectives on the Literacy Instruction Received by their Children with Intellectual Disabilities,Reading and Language Arts,"Disability Studies, Intellectual Disabilities, Literacy, Parents' Perspectives, Special Education","The purpose of this qualitative interview study was to explore the perspectives of 22 parents of children with intellectual disabilities on the literacy learning opportunities the children were provided in school. It asked: 1) What are the perspectives of such parents on the literacy instruction offered to their children?, and 2) What are the perspectives of such parents on the opportunities available to them to participate in decision-making about this literacy instruction?This study was grounded in disability studies and critical interpretivist frameworks, which provided a lens for understanding participants' views in the context of our society's historically unjust treatment of individuals with intellectual disabilities. Data sources included transcripts from in-depth semi-structured interviews, which I analyzed using Weft-QDA software and the constant comparison method to identify themes within and across the interviews.A number of themes emerged from the analysis. Parents' perspectives on the literacy instruction received by their children varied on a continuum that ranged from pleased to exceedingly dissatisfied. In the parents' views, teacher investment in the children's learning and the settings in which the children were instructed were important. In addition, when interacting with their children's schools regarding this instruction, the participants reported engaging in various styles of communication, holding different viewpoints and experiencing a number of emotions, styles I described as Present Listening, Emergent Advocacy, and Steadfast Advocacy. These findings have implications for school professionals, teacher education programs, and researchers who are interested in developing mechanisms for drawing on parents' insights as they orchestrate literacy instruction for such children."
phy_etd_130,Particle Physics in the LHC Era,Physics,"Beyond Standard Model, composite Higgs, extra dimensions, particle physics, phenomonology","During the past 100 years experimental particle physicists have collected an impressive amount of data. Theorists have also come to understand this data extremely well. It was in the first half of the 20th century the efforts of the early pioneers of quantum mechanics laid the ground work for this understanding: quantum field theory. Through the tireless efforts of researchers during the later half of the 20th century many ideas came together to form what we now call the Standard Model (SM) of particle physics. Finally, it was through the ideas of the renormalization group and effective field theory that the understanding of how the SM fits into a larger framework of particle physics was crystallized.In the past four years the Large Hadron Collider (LHC) has made more precise measurements than ever before. Currently the SM of particle physics is known to have excellent agreement with these measurements. As a result of this agreement with data, the SM continues to play such a central role in modern particle physics that many other theories are simply known as `Beyond the Standard Model' (BSM) as we know any new models will simply be an extension of the SM.Despite agreement with experiment, the SM does suffer from several shortcomings that raise deeper questions. In this dissertation we study models that address the two of the outstanding theoretical problems of the SM - the Strong CP Problem and the fine tuning of the Higgs mass. We study models that solve or ameliorate these problems, and their implications for collider physics and astrophysics."
etd_533,Patient Sociotechnical Assemblages: The Distributed Cognition of Health Information Management,School of Information Studies,"Distributed Cognition, Personal Health Information Management, Personal Health Records, Practice Theory, Sociotechnical Assemblage","Personal health records (PHR) are shifting the capabilities and responsibilities of both patients and providers. Influenced by health IT, concepts like patient-centered care, meaningful use, and patient empowerment are commonplace in the healthcare system. As the popularity of personal health records increases, medical providers, healthcare organizations, and health information system stakeholders require a thorough understanding of how patients use these patient facing information portals in conjunction with other artifacts, objects, and practices to manage and maintain their health.Exploring health information management as a distributed sociotechnical assemblage is the conceptual approach of this research. A distributed cognition perspective lends insight to drawing boundaries and establishing connections of personal health information management practices in conjunction with PHR use. The Department of Veterans Affairs provides a unique setting to further understand PHR use and personal health information management practice through the observation of U.S. military veterans enrolled in the My HealtheVet PHR. This context and conceptual framework lead to the research questions for the proposed study:RQ1a: What are the personal health information management practices of veterans who use a personal health record?RQ1b: What health information management practices become distributed beyond the veteran patient?RQ2a: What health information management assemblages emerge from the distributed work of Veterans that use a personal health record?RQ2b: What are key functions of the health information management assemblages of veterans?Through the use of semi-structured in depth interviews, observations, and surveys, data were collected on 22 patients along with their primary care providers and caretakers. Results from a two cycle qualitative coding analysis and analytical cognitive mapping technique reveal bundles of practices for creating reminders, organizing information, and creating information for asking questions and working with primary care providers. Distributed practices emerged that detail the managing of medication, information that is socially distributed, and patient-provider communication through secure messaging. Three health information management assemblage components emerged from the analysis: health events and experiential information, information techniques, and technology and material practices. Each of these components is understood by the ways they become stabilized or destabilized. This research contributes to implications for the design of patient-focused personal health records and informs clinical practice of patient-centered care. The research also makes conceptual and empirical contributions to the practice of health information management and a patient-centered care model of healthcare delivery."
etd_91,PATTERNED BIOFILM FORMATION TO INVESTIGATE BACTERIA-SURFACE INTERACTIONS,Biomedical and Chemical Engineering,"Bacterial-surface interaction, Biofilm heterogeneity, High drug resistance, Patterned biofilm, Surface chemistry, Surface topography","Bacterial adhesion to surfaces and subsequent formation of microcolonies play important roles in biofilm formation, which is a major cause of chronic infections and persistent biofouling. Despite the significance, mechanistic understanding of biofilm formation is still hindered by the structural heterogeneity in biofilms; and effective control of biofilm formation remains challenging. Biofilm formation is a dynamic process that involves numerous changes in bacterial gene and protein expression. These changes are highly sensitive to environmental factors such as surface chemistry, topography, charge, and hydrophobicity. To better control biofilm morphology and specifically investigate the effects of these factors, a platform was developed in this study to obtain patterned biofilm formation using surfaces with well-defined patterns of chemistry and topography.By modifying surfaces with systematically varied square patterns of self-assembled monolayers (SAMs) of functional alkanthiols, the size of cell clusters and inter-cluster distance were well controlled. By following biofilm formation of Escherichia coli on these surfaces, it was found that multicellular connections were formed between adjacent cell clusters when the clusters were within a threshold distance (10 µm); and such connections were influenced by the size of interacting cell clusters. It was also found that the connections were formed by active interactions of cell clusters, rather than nonspecific binding of planktonic cells on the bioinert background. Interestingly, the mutants of luxS and motB exhibited major defects in interaction between cell clusters. The phenotype of the luxS mutant was successfully restored by both complementing the luxS gene on a plasmid and by adding the precursor of autoinducer-2 (AI-2) signal in the culture. These results suggest that AI-2 mediated quorum sensing and motility are involved in the interaction among cell clusters. Based on these findings, a model was proposed to explain the intrinsic heterogeneity in biofilm structures. Consistently, cells attached between interacting clusters were found to be more sensitive to the antibiotic ampicillin.Besides surfaces with patterns of surface chemistry, poly(dimethylsiloxane) (PDMS) surfaces with microtopographic patterns of different shapes, dimensions and inter-pattern distances were used to understand the effects of surface topography on bacteria-surface interactions and biofilm formation. E. coli was found to preferentially attach and form biofilms in the valleys between square shaped plateaus. In addition, there appeared to be a threshold dimension of a plateau to allow bacterial attachment and biofilm formation on top of the plateaus. The threshold was found to be 40 µm × 40 µm for inverted patterns used in this study. Inspired by this finding, we created PDMS surfaces with hexagon shaped patterns and found that the ones with 15 µm side width and 2 µm inter-pattern distance can reduce biofilm formation by 7-fold compared to flat PDMS surfaces.These results were integrated with additional tests to better understand the resistance of biofilm cells to antibiotics. Specifically, the biofilm formation of fluorescently labeled donors and recipients on PDMS surfaces with square shaped microtopographic patterns was followed to investigate the effects of cell density on bacterial conjugation. PDMS surfaces with microtopogrpahic patterns were found to promote both biofilm formation and bacterial conjugation. This result was found to be due to the aggregation of biofilm cells on the side of plateaus, providing ""hot spots"" for bacterial conjugation. Bacterial motility was also found to play an important role in biofilm formation and bacterial conjugation. Collectively, these results are helpful for understanding the mechanism of biofilm formation and associated drug resistance, as well as the design of nonfouling surfaces."
etd_568,Patterns in the Concentration and Transport of Nutrients and Major Elements in the Watersheds and Embayments of Lake Ontario: a Landscape Perspective,Civil and Environmental Engineering,,"Lake Ontario embayments were studied in a National Science Foundation (NSF) Biocomplexity Project to understand factors controlling the structure and function of freshwater ecosystems associated with Lake Ontario.  Eight embayments of Lake Ontario and associated watersheds were selected to examine how the linkages between upland watersheds and Lake Ontario control the inputs and function of interconnected open freshwater embayments ecosystems. In this study, water samples were collected monthly from the eight Lake Ontario embayments, and 22 tributary sites in the associated sub-watersheds and Lake Ontario. Supporting hydrologic measurements were also made over the period 2001-2003. These data were used to examine water quality patterns in the upland, tributaries and embayments. Samples were analyzed for nutrients and major solutes.The land cover of the sub-watersheds was varied, but largely a mixture of forest and agricultural lands.  Tributaries draining largely agricultural lands exhibited distinct seasonal patterns, particularly for nutrients.  Nitrate and total nitrogen (TN) concentrations were generally low during the summer growing season; concentrations increased markedly during fall and decreased during winter and spring. Total phosphorus (TP), dissolved organic carbon (DOC) and major ion (Na+, K+, Ca2+, Mg2+, Cl-, SO42-) concentrations varied with seasonal discharge patterns.Distinct spatial patterns in tributary solute concentrations were observed that closely corresponded with land use.  Solute concentrations increased markedly with increases in the percentage of the watershed occurring as agricultural land.  Such a pattern has been commonly observed for nutrients (e.g., TP, TN, NO3- , DOC), but this relationship was also strongly evident for many non-nutrient solutes (e.g., F-, SO42-).  These observations suggest that agricultural activities mobilize most elements and greatly enhance transport across the temperate landscape impacting surface water resources.The coastal embayments of Lake Ontario obtain their water from upland watershed drainage, direct precipitation and mixing with Lake Ontario. A 3-end member mixing analysis was applied using fluoride as the conservative solute to study the mixing patterns for the embayment ecosystems. Results indicated that more than 60% of waters were derived from the adjacent watershed in most embayments annually. However, more than 90% of water in Little Sodus was derived from Lake Ontario. Direct precipitation contributed about 10% in some embayments with large surface area. Water residence times were calculated in a range between less than 1 day in Floodwood to 148 days for South Sandy Pond using the 3-end member mixing model. Seasonal variations in the source of water to Lake Ontario embayments were observed, with watershed discharge dominating in spring and Lake Ontario inputs increasing during the low flow summer period.  Significant contributions from direct precipitation occurred in late summer and early fall, coinciding with low watershed inputs.The embayment ecosystems receive nutrient inputs from upland watersheds and water exchange with Lake Ontario, and undergo biogeochemical processes through internal nutrient cycles simultaneously.  Regression analyses suggested that upland watersheds played important roles in TN and DOC dynamics in the study embayments. A positive correlation between TP and density of residences adjacent to the embayments may reflect the release of TP from lawn or garden fertilizers and septic tanks contributing to TP input to embayments. Mass balance calculations suggested that internal processes within embayments play important roles for some nutrient dynamics. For example, study embayments acted as sinks for dissolved silica and nitrate, but a source for ammonium.Watershed runoff and inflow from Lake Ontario transported acid neutralizing capacity (ANC) into embayment ecosystems. Mass balance models for dissolved inorganic carbon, ANC and particulate carbon were developed to improve understanding of the carbon cycle in the linked freshwater ecosystems. Regression analysis indicated that watersheds with considerable agricultural land use were large sources of ANC in stream discharge, and internal biogeochemical processes contributed to changes in ANC in the embayments with longer water residence times. Both mineral saturation index and mass balance calculations indicated the potential for CaCO3 precipitation, suggesting that embayment ecosystems could be terrestrial sinks of inorganic carbon. Also, retention of SO42- and NO3- can contribute to production of ANC within embayments."
etd_386,"PEDAGOGY, SOCIAL TRANSFORMATION, AND SPACE: TOWARD A REVOLUTIONARY CRITICAL PEDAGOGY FOR SPACE",Cultural Foundations of Education,"critical pedagogy, educational theory, Henri Lefebvre, Marxism, philosophy of education, space","Building on the work of Peter McLaren, Henri Lefebvre, and David Harvey, this dissertation develops a revolutionary critical pedagogy for space. I begin with a historical and theoretical survey of the roots critical pedagogy, a pedagogical orientation that is often called upon but rarely situated deeply. I then break down revolutionary critical pedagogy into seven components. I elaborate the dominant trends in the current social-political moment. I introduce two terms here, neoliberalism and the global class war. I argue that the former is a necessary but ultimately insufficient framework for understanding the present moment, and that the latter provides a necessary supplement because it looks at the global project of the restoration of capitalist class power after the circuit of socialist and national liberation struggles that transformed the globe between 1945-1979. This all entails an emphasis on the level of the global, but why is it that the global is so important, let alone space? I turn to these questions next, bringing in the “spatial turn” in education. I situate this work within the overall development of capitalism. I next turn to a particularly important spatial formation in the present: the city. Cities, I argue, are where the global contradictions of capitalism are most acute and concentrated; where capitalism is most vulnerable to disruption and overthrow. I bring in political movements and research on the “right to the city” as one way that revolutionary critical pedagogy can seize on such vulnerability. Finally, I return to the question of “pedagogy,” a move that not only spatializes educational theory but also educationalizes spatial theory. I do this by focusing in on Lefebvre’s theorization of the production of space as a revolutionary activity and his spatial framework of 1) representations of space; 2) representational spaces; and 3) spatial practice. I augment this framework with an educational triad of 1) learning; 2) studying; and 3) teaching. Claiming that this triad needs to be held in a precarious and dialectic relation, I read this triad through two pedagogical examples: the schoolhouse as curriculum and the 2015 Baltimore Rebellion as praxis."
scied_etd_22,Peer Led Team Learning in Introductory Biology: Effects on Critical Thinking Skills,Science Teaching,"CCTST, Critical Thinking, Introductory Biology, Peer Leaders, PLTL","This study evaluated the potential effects of the Peer-Led Team Learning (PLTL) instructional model on undergraduate, biology peer leaders' critical thinking skills. This investigation also explored peer leaders' perceptions of their critical thinking skills. A quasi-experimental pre-test/post-test with control group design was used to determine critical thinking gains in PLTL/non-PLTL groups.Critical thinking was assessed using the California Critical Thinking Skills Test (CCTST) among participants who had previously completed and been successful in the second semester of a two-semester introductory biology course sequence. Qualitative data from open-ended questionnaires confirmed that factors thought to improve critical thinking skills such as interaction with peers, problem solving, and discussion were perceived by participants to have an impact on critical thinking gains. However, no significant quantitative differences in peer leaders' critical thinking skills were found between pre- and post-treatment CCTST measurements nor between experimental and control groups. Additionally, students led by peer leaders attained significantly higher exam and final course grades in introductory biology than similar students not participating in PLTL. Finally, among introductory biology students who opted not to enroll in the associated lab course, those who participated in PLTL averaged more than a letter grade higher than those who did not, and this difference was statistically significant."
etd_45,PEOPLE ARE SUFFERING: NONCOMBATANT MOBILIZATION FOR PEACE IN AFRICA,Political Science,,"During the 1990s and early 2000s, a number of domestic social actors mobilized for peace in several African countries. They did so under unfavorable political conditions. Some of them went further and pursued their objective for peace at the level of formal negotiations. This particularizing inquiry sought to understand the process leading to their engagement with formal negotiations. To achieve this, inquiry focused on two questions: what about the conditions and contexts prevailing in the 1990s to early 2000s accounted for social actor's engagement with formal negotiation processes and how civic groups went about doing so. The main argument was that certain opportunities within the unfavorable political conditions and social actors' understanding of war accounted for the pursuit of peace objectives at the level of formal negotiations. A combination of specific and configurational history strategies were employed to reconstruct the process of engagement and the conditions under which it unfolded. This reconstruction relied on intrinsic and extrinsic analyses of ten peace campaigns led by religious leaders and women organizations that occurred between 1990 and 2005 in Angola, Burundi, Liberia, Mozambique, Sierra Leone, Sudan and Somalia. Data on these campaigns was collected through archival research and face to face interviews.  The resulting account suggests that the failure of social actor's humanitarian activities to mitigate the social and economic suffering caused by the war and the failure of formal negotiations to secure a lasting peace led to social actors' pursuit for an end to war. However, to engage with political actors with political, military and economic leverage, social actors had to deploy their social resources creatively to pursue their demands for peace."
etd_203,"Perfection, History, and Harmonious Individuality: Herder's Ethical Thought, 1765-1791",Philosophy,"Enlightenment, History of Ethics, History of Philosophy, Johann Gottfried Herder, Rationalism, Romanticism","This work is a study of the ethical thought of Johann Gottfried Herder. I examine the development of his ethics from 1765 through 1791. I contend that the earliest texts express a set of ideas that Herder modified and developed throughout the rest of his work. These are a perfectionist conception of the end of human life, a belief in the centrality of history for ethics, a form of naturalism, and a commitment to the idea that every individual ought to blend their characteristic powers into a harmonious whole.  The study considers a set of texts in chronological order. I begin with an examination of the ideals espoused by Herder in two texts from the 1760s, ""Wie die Philosophie zum Besten des Volks Allgemeiner und Ntzlicher Werden Kann"" and Journal meiner Reise im Jahr 1769. I then look at an exchange of letters between Herder and Moses Mendelssohn concerning the highest good, or vocation of man. I then look at how the ideas sketched in these earlier works were filled out in Abhandlung ber den Ursprung der Sprache (1772), Auch eine Philosophie der Geschichte zur Bildung der Menschheit (1774), Vom Erkennen und Empfinden der menschlichen Seele (1774-8), and Ideen zur Philosophie der Geschichte der Menschheit (1784-91)."
etd_24,"Peripheral Knowledge: The Witch, the Magus, and the Mountebank on the Early Modern Stage",English,"Early modern England, Drama","Focusing on the work of Marlowe, Shakespeare, Jonson, and Dekker, my dissertation, Peripheral Knowledge: The Witch, the Magus, and the Mountebank on the Early Modern Stage, argues for a humanist intellectual investment in various forms of liminal knowledge embodied by socially marginalized figures. I read the figures of the witch, the magus and the mountebank as embodying forbidden knowledge, philosophical knowledge, and false knowledge respectively. While humanist philosophers like Ficino and Pico della Mirandola glorified the pursuit of limitless knowledge, humanism itself was grounded within political, legal, religious, and educational institutions, and was invested in maintaining their integrity. In my dissertation, I discuss how categories of marginal knowledge are shaped by the intellectual culture of humanism and the socio-religious context of the Reformation. While knowledge is traditionally constructed as an abstract category, I argue that it is deeply rooted in the material culture and is determined by it. Peripheral Knowledge begins by re-considering theories of historicism and cultural materialism, and examines how historicist accounts are constructed and what kinds of assumptions are made in the process. Though predicated on literary texts, my dissertation follows a historical mode of inquiry, and makes references to a wide range of historical documents, which range from legal treatises and records, pamphlets and ballads, recipe books and books of magic (or grimoires), many of which I have come across during my archival research at the Folger Shakespeare Library.While my dissertation concentrates on early modern literature, the larger issues that it addresses - the exploration of what constitutes legitimate and illicit knowledge, how and why certain forms of knowledge find institutional validation, and how popular literature strikes a balance between the different determinants of knowledge, have a contemporary resonance. Since humanists are our own intellectual predecessors, the present study of the humanities is predicated on the renaissance intellectual enterprise. I understand the current academic debates of Stanley Fish, Michael Berube, and Martha Nussbaum, concerning the relevance of the humanities, as well as the current crisis of the humanities represented by the recently proposed budget cuts to the NEH, as a derivative of similar debates inhering early modern humanism."
etd_366,Permitting Joint-Control in Asymmetric Dependence Relationships: Investigating a Strategy for Increasing Trust,Psychology,"Asymmetric Dependence, Joint-Control, Soliciting Input, Trust","Most work related to trust in dyadic interactions has focused on the establishment and development of trust in situations where partners are of relatively equal status and have the ability to impact each other's outcomes (Rempel, Holmes, & Zanna, 1985; for a review Simpson, 2007a; 2007b). However, many social interactions can be characterized as asymmetric dependence situations where the outcomes of one partner (i.e., the dependent partner) are completely controlled by another (i.e., the controlling partner). The current work investigated trust in the context of one-off asymmetric dependence interactions, and experimentally explored one strategy for increasing trust in these exchanges. In Study 1, faith was found to be the component of trust most predictive of trust-based behavior. Additionally, the controlling partner soliciting input from the dependent partner in this type of interaction was found to be associated with increased ratings of faith, when the dependent partner felt like his or her input was taken into account by the controlling partner. Study 2 demonstrated that soliciting input can have an negative effect on faith if the dependent partner's input is not reflected in the controlling partner's decision and no explanation is provided for this decision. Overall, this work suggests the controlling partner soliciting input from the dependent partner can result in increased trust in one-off asymmetric dependence interactions, as long as the dependent partner feels like his or her input was taken into account, and an explanation is provided if his or her input is not reflected in the controlling partner's decision. This work has potential implications for asymmetric dependence relationships encountered outside the laboratory (e.g., patient-provider relationships, salesperson-customer relationships, supervisor-employee relationships)."
etd_646,PERSPECTIVE TAKING AND THREAT: DO THREATENING SITUATIONS HAVE AN EFFECT ON HELPING INTENTIONS AND PERCEIVED EXPECTATIONS?,Psychology,"Challenge and Threat, Gender Disparities, Perspective Taking, Political Differences","An important skill for interpersonal communication is the ability to take the perspective of another person. Taking the perspective of a target can aid the perceiver in predicting the target’s mental states and subsequent behaviors. This can be especially important in threatening situations. How a member of an advantaged group believes that disadvantaged group members will react to a threatening situation may influence the advantaged member’s actions and beliefs. In the first study, female and male participants read information regarding gender while using three perspectives; their own perspective, predicting the other gender’s responses, or imagining their responses if they were the other gender. They estimated their career expectations while using their assigned perspective and their willingness to help women in the workplace while using their own perspective. The second study examined perspective taking in the political context. Participants were presented with a paragraph indicating that Independent voters were either in favor or against their political party. The participants indicated their future life expectations, willingness to compromise with the opposing party, and willingness to help a member of the opposing party. Both studies reported a similar pattern for expectations. Advantaged groups overestimated the negative effects of threat on the disadvantaged group, while disadvantaged groups overestimated the positive effects on the advantaged groups. Perspective taking increased helping intentions in Study 1 and showed mixed results in Study 2. The studies’ results were inconsistent with prior research and suggest that perspective taking may not produce positive results for groups who are disadvantaged."
phy_etd_122,Physics on Noncommutative Spacetimes,,"Fuzzy Sphere, Hopf Algebra, Noncommutative Geometry, Planck Scale Physics, Quantum Field Theory","The structure of spacetime at the Planck scale remains a mystery to this date with a lot of insightful attempts to unravel this puzzle. One such attempt is the proposition of a `pointless' structure for spacetime at this scale. This is done by studying the geometry of the spacetime through a noncommutative algebra of functions defined on it. We call such spacetimes 'noncommutative spacetimes'. This dissertation probes physics on several such spacetimes. These include compact noncommutative spaces called fuzzy spaces and noncompact spacetimes. The compact examples we look at are the fuzzy sphere and the fuzzy Higg's manifold. The noncompact spacetimes we study are the Groenewold-Moyal plane and the Bxn plane.A broad range of physical effects are studied on these exotic spacetimes. We study spin systems on the fuzzy sphere. The construction of Dirac and chirality operators for an arbitrary spin j is studied on both S2/F and S2 in detail. We compute the spectrums of the spin 1 and spin 3/2 Dirac operators on S2/F. These systems have novel thermodynamical properties which have no higher dimensional analogs, making them interesting models.The fuzzy Higg's manifold is found to exhibit topology change, an important property for any theory attempting to quantize gravity. We study how this change occurs in the classical setting and how quantizing this manifold smoothens the classical conical singularity. We also show the construction of the star product on this manifold using coherent states on the noncommutative algebra describing this noncommutative space.On the Moyal plane we develop the LSZ formulation of scalar quantum field theory. We compute scattering amplitudes and remark on renormalization of this theory. We show that the LSZ formalism is equivalent to the interaction representation formalism for computing scattering amplitudes on the Moyal plane. This result is true for on-shell Green's functions and fails to hold for off-shell Green's functions.With the present technology available, there is a scarcity of experiments which directly involve the Planck scale. However there are interesting low and medium energy experiments which put bounds on the validity of established principles which are thought to be violated at the Planck scale. One such principle is the Pauli principle which is expected to be violated on noncommutative spacetimes. We introduce a noncommutative spacetime called the Bxn plane to show how transitions, not obeying the Pauli principle, occur in atomic systems. On confronting with the data from experiments, we place bounds on the noncommutative parameter."
etd_664,Plasma Volume Hematocrit (PVH):  “Big Data” Applied to Physiology Enabled by a New Algorithm,Chemistry,"Big data, Hematocrit, Noninvasive, Physiology, Plasma volume, Raman Spectroscopy","This work describes the ongoing analysis of blood noninvasively in vivo along with the in vitro validation of the algorithm. The blood is taken as two components, red blood cells and plasma, both of which cause elastic emission (from Mie and Rayleigh scattering) and inelastic emission (from fluorescence and Raman emission). The algorithm describes the linear dependence of the volume fractions of both red blood cells and plasma with both the elastic and inelastic emissions where the two equations are independent. These equations are used to calculate the Hematocrit which is defined as the volume fraction of red blood cells in the total volume of blood. We believe that monitoring changes in the Hematocrit with sufficient sensitivity could give information about many physiological parameters including an early indication for internal hemorrhaging. The stability of the baseline was analyzed in 10 test subjects across 29 experiments including over 8 million frames of data to give the smallest physiological increment of ±0.033 Hematocrit units. Compared to the medical standard blood draw method, with a standard deviation of ±2.0 Hematocrit units, our device is 60 times more sensitive to changes in the Hematocrit. Repeating patterns in the Hematocrit can be analyzed by a Fourier transform to give respiration rate and pulse rate earning the title of “big data.” Changes in the Hematocrit were also observed in dialysis patients (where the blood is manually cleaned due to kidney failure) and in a rat model where large portions of the blood can be removed and reintroduced. Blood loss and addition of fluid reveal changes in the Hematocrit that are distinguishable from the baseline. The algorithm was validated by a well-defined in vitro system modeling the blood components. The model demonstrates that an optically thin sample in the linear range produces a good fit by the algorithm. Finally, the blood was analyzed in vitro to demonstrate that the red blood cells and plasma show linearity within the physiological ranges observed in vivo. At 830 nm excitation, the same wavelength used in vivo, volume fractions of red blood cells and plasma at the physiological range demonstrate linearity. All of the experiments and analysis appear to give evidence supporting the measuring of changes in the Hematocrit noninvasively in vivo on a medically useful timescale."
etd_279,Poletsky-Stessin Hardy Spaces on the Unit Disk,Mathematics,Hardy Spaces,"The holomorphic functions on the unit disk $\mathbb{D}$ in the complex plane $\mathbb{C}$ have a remarkable property: to know the values of a holomorphic function on $\mathbb{D}$ it suffices to know only its values on the unit circle $\mathbb{T}$. However not all holomorphic functions on $\mathbb{D}$ are defined on $\mathbb{T}$ and the major problem of establishing such values (called boundary values) led to the appearance of Hardy spaces $H^p(\mathbb{D})$, $p\ge1$. If a function lies in a Hardy space then its boundary values can be defined and its values on $\mathbb{D}$ can be obtained using standard Cauchy or Poisson formulas.The theory of Hardy spaces $H^p(\mathbb{D})$ was well developed in the last century and the spaces became the fundamental ground for complex analysis. To create analogous spaces in higher dimensions Poletsky and Stessin introduced new spaces on hyperconvex domains in $\mathbb{C}^n$ in \cite{PS}. We call these spaces the Poletsky--Stessin Hardy spaces. Poletsky and Stessin used them to study composition operators but did not look at their detailed properties.In this thesis we fill this gap studying Poletsky--Stessin Hardy spaces on the unit disk $\mathbb{D}$. As in \cite{PS} for their definition we use subharmonic exhaustion functions $u$ and denote these spaces by $H^p_u(\mathbb{D})$. It was mentioned in \cite{PS} that the classical Hardy spaces form a subclass of Poletsky--Stessin Hardy spaces. Our work begins with producing an example that shows that there are subharmonic exhaustion functions $u$ on $\mathbb{D}$ for which the Poletsky--Stessin Hardy spaces $H^p_u(\mathbb{D})$ are different from classical Hardy spaces $H^p(\mathbb{D})$. Thus we have an abundance of new function spaces to be explored.We show that the theory of boundary values for functions in Poletsky--Stessin Hardy  spaces is analogous to the classical theory of Hardy spaces and the most of the classical properties stay true for these new spaces. Since by \cite{PS} the space $H^p_u(\mathbb{D})$ lies in $H^p(\mathbb{D})$ we can use the classical boundary values for functions in $H^p_u(\mathbb{D})$. This allows us to redefine Poletsky--Stessin Hardy spaces as spaces whose boundary values belong to weighted $L^p$ spaces on $\mathbb{T}$ and we completely characterize the weights that produce Poletsky--Stessin Hardy spaces $H^p_u(\mathbb{D})$.Many problems in complex analysis ask for existence of a bounded function in some class. Usually it is easier to find a function in $H^p_u(\mathbb{D})$ but they are not necessarily bounded. As an application of Poletsky--Stessin Hardy spaces we provide a reduction of such problems to the existence of a function in $H^p_u(\mathbb{D})$ and use it to give shortcuts in the proofs of the famous interpolation theorem and corona problem.At the end of the thesis we also study the boundary behavior of functions in the Hardy spaces on the polydisk and discuss the intersection of Poletsky--Stessin spaces on bidisk."
